State,County,Geographic Area Name,Population 16 years and over,Population 16 years and over: Labor Force Participation Rate,Population 16 years and over: Employment/Population Ratio,Population 16 years and over: Unemployment rate
48,243,"Jeff Davis County, Texas",1727,43.3,43.3,0.0
48,245,"Jefferson County, Texas",198971,55.7,52.5,5.4
48,247,"Jim Hogg County, Texas",3434,63.7,60.9,4.5
48,249,"Jim Wells County, Texas",29521,53.7,50.9,5.2
48,251,"Johnson County, Texas",141350,63.6,61.2,3.5
48,253,"Jones County, Texas",16934,39.5,37.6,4.7
48,255,"Karnes County, Texas",12043,43.0,40.7,5.3
48,257,"Kaufman County, Texas",112482,68.5,65.0,4.9
48,259,"Kendall County, Texas",36422,61.8,58.7,4.8
48,261,"Kenedy County, Texas",88,52.3,52.3,0.0
48,263,"Kent County, Texas",494,41.3,39.1,5.4
48,265,"Kerr County, Texas",44350,55.4,53.4,3.3
48,267,"Kimble County, Texas",3566,59.4,58.9,0.8
48,269,"King County, Texas",165,53.9,51.5,4.5
48,271,"Kinney County, Texas",2786,48.1,47.2,1.9
48,273,"Kleberg County, Texas",24204,59.3,53.7,7.5
48,275,"Knox County, Texas",2642,55.5,54.6,1.6
48,277,"Lamar County, Texas",39424,60.4,58.0,3.9
48,279,"Lamb County, Texas",9827,58.2,56.5,2.8
48,281,"Lampasas County, Texas",17710,53.4,49.7,5.3
48,283,"La Salle County, Texas",5643,40.9,39.2,4.2
48,285,"Lavaca County, Texas",16102,60.0,58.2,3.0
48,287,"Lee County, Texas",14207,58.3,56.7,2.8
48,289,"Leon County, Texas",12915,50.9,48.3,5.1
48,291,"Liberty County, Texas",70261,51.6,48.0,6.9
48,293,"Limestone County, Texas",17790,47.5,45.8,3.6
48,295,"Lipscomb County, Texas",2270,64.2,60.4,5.9
48,297,"Live Oak County, Texas",9388,44.9,43.3,3.6
48,299,"Llano County, Texas",18537,47.2,44.3,6.0
48,301,"Loving County, Texas",68,57.4,57.4,0.0
48,303,"Lubbock County, Texas",246456,65.6,62.4,4.6
48,305,"Lynn County, Texas",4260,61.2,58.8,3.6
48,307,"McCulloch County, Texas",6140,58.6,53.5,8.7
48,309,"McLennan County, Texas",204820,61.4,58.6,4.4
48,311,"McMullen County, Texas",459,55.1,53.8,2.4
48,313,"Madison County, Texas",10956,46.7,43.7,6.3
48,315,"Marion County, Texas",8169,47.3,42.2,10.7
48,317,"Martin County, Texas",3842,66.3,59.6,10.2
48,319,"Mason County, Texas",3182,52.7,51.2,2.8
48,321,"Matagorda County, Texas",27944,57.2,53.1,6.7
48,323,"Maverick County, Texas",41892,58.4,54.2,7.1
48,325,"Medina County, Texas",41086,55.8,54.2,2.4
48,327,"Menard County, Texas",1646,52.3,44.8,14.3
48,329,"Midland County, Texas",125423,71.2,68.5,3.4
48,331,"Milam County, Texas",19943,58.2,54.8,5.8
48,333,"Mills County, Texas",3804,54.7,53.4,2.3
48,335,"Mitchell County, Texas",7537,51.2,50.4,1.4
48,337,"Montague County, Texas",16069,54.4,51.6,5.1
48,339,"Montgomery County, Texas",486649,64.8,61.9,4.3
48,341,"Moore County, Texas",15281,65.2,63.6,2.5
48,343,"Morris County, Texas",9583,55.1,51.9,5.9
48,345,"Motley County, Texas",1025,59.4,57.7,3.0
48,347,"Nacogdoches County, Texas",51226,59.6,55.7,6.6
48,349,"Navarro County, Texas",40870,59.4,55.9,5.6
48,351,"Newton County, Texas",9982,49.1,43.9,10.6
48,353,"Nolan County, Texas",11335,59.5,55.5,6.6
48,355,"Nueces County, Texas",277990,62.0,57.7,5.7
48,357,"Ochiltree County, Texas",7363,67.3,66.3,1.5
48,359,"Oldham County, Texas",1640,54.6,53.8,1.5
48,361,"Orange County, Texas",66081,61.5,57.9,5.8
48,363,"Palo Pinto County, Texas",22583,58.5,54.2,7.3
48,365,"Panola County, Texas",17881,55.6,53.8,2.9
48,367,"Parker County, Texas",118070,64.5,61.8,3.9
48,369,"Parmer County, Texas",7418,65.1,63.5,2.1
48,371,"Pecos County, Texas",11745,52.2,51.3,1.2
48,373,"Polk County, Texas",41649,48.5,44.0,9.3
48,375,"Potter County, Texas",89731,58.0,55.7,3.7
48,377,"Presidio County, Texas",4537,61.6,54.0,12.3
48,379,"Rains County, Texas",10159,51.8,50.6,2.3
48,381,"Randall County, Texas",111471,67.6,65.6,2.8
48,383,"Reagan County, Texas",2368,72.6,66.3,8.7
48,385,"Real County, Texas",2265,34.0,33.5,1.6
48,387,"Red River County, Texas",9584,47.2,45.4,3.8
48,389,"Reeves County, Texas",11145,61.0,56.8,7.0
48,391,"Refugio County, Texas",5406,51.2,48.3,5.6
48,393,"Roberts County, Texas",604,66.2,65.9,0.5
48,395,"Robertson County, Texas",13397,54.7,49.9,8.7
48,397,"Rockwall County, Texas",84767,70.3,67.5,3.9
48,399,"Runnels County, Texas",7719,59.6,57.7,3.0
48,401,"Rusk County, Texas",42478,53.5,50.5,5.5
48,403,"Sabine County, Texas",8459,41.2,37.7,8.4
48,405,"San Augustine County, Texas",6626,43.8,39.2,10.3
48,407,"San Jacinto County, Texas",22389,52.2,48.3,7.1
48,409,"San Patricio County, Texas",52858,57.1,54.3,4.4
48,411,"San Saba County, Texas",4794,50.4,48.5,3.8
48,413,"Schleicher County, Texas",1949,58.4,53.0,6.9
48,415,"Scurry County, Texas",13166,53.7,52.5,2.2
48,417,"Shackelford County, Texas",2483,65.2,60.5,7.2
48,419,"Shelby County, Texas",18618,56.6,54.3,4.0
48,421,"Sherman County, Texas",1926,61.2,60.3,1.5
48,423,"Smith County, Texas",184129,62.4,59.3,4.7
48,425,"Somervell County, Texas",7591,62.6,60.1,3.9
48,427,"Starr County, Texas",46785,58.2,51.5,11.5
48,429,"Stephens County, Texas",7444,56.7,51.8,8.6
48,431,"Sterling County, Texas",923,62.3,62.3,0.0
48,433,"Stonewall County, Texas",1026,66.2,65.0,1.8
48,435,"Sutton County, Texas",2295,65.4,62.3,4.7
48,437,"Swisher County, Texas",5417,51.9,49.3,5.2
48,439,"Tarrant County, Texas",1634493,68.7,65.2,4.9
48,441,"Taylor County, Texas",111429,65.3,59.4,2.4
48,443,"Terrell County, Texas",764,47.6,47.6,0.0
48,445,"Terry County, Texas",8863,59.1,56.3,4.8
48,447,"Throckmorton County, Texas",1230,61.2,59.7,2.5
48,449,"Titus County, Texas",23327,59.7,57.3,4.0
48,451,"Tom Green County, Texas",93727,64.4,59.4,3.2
48,453,"Travis County, Texas",1052102,73.2,70.0,4.2
48,455,"Trinity County, Texas",11381,47.2,43.8,7.0
48,457,"Tyler County, Texas",16674,43.4,37.9,12.6
48,459,"Upshur County, Texas",32816,55.0,52.6,4.3
48,461,"Upton County, Texas",2462,58.0,55.2,4.7
48,463,"Uvalde County, Texas",19062,53.8,52.0,3.2
48,465,"Val Verde County, Texas",35878,61.9,55.1,3.4
48,467,"Van Zandt County, Texas",48020,54.5,52.8,3.1
48,469,"Victoria County, Texas",70565,62.4,58.9,5.2
48,471,"Walker County, Texas",67473,46.5,43.2,7.0
48,473,"Waller County, Texas",45440,58.4,54.8,6.1
48,475,"Ward County, Texas",8412,64.3,60.8,5.5
48,477,"Washington County, Texas",29247,58.5,56.9,2.7
48,479,"Webb County, Texas",191500,62.0,58.3,5.9
48,481,"Wharton County, Texas",32258,59.7,56.3,5.7
48,483,"Wheeler County, Texas",3932,61.9,57.8,6.6
48,485,"Wichita County, Texas",103449,63.6,55.8,4.2
48,487,"Wilbarger County, Texas",10400,58.3,52.8,9.3
48,489,"Willacy County, Texas",15901,55.3,50.5,8.7
48,491,"Williamson County, Texas",482339,70.7,67.4,4.4
48,493,"Wilson County, Texas",39919,60.9,58.4,3.4
48,495,"Winkler County, Texas",5682,60.9,59.5,2.3
48,497,"Wise County, Texas",55261,65.0,62.2,4.3
48,499,"Wood County, Texas",37771,48.0,45.5,5.3
48,501,"Yoakum County, Texas",5340,64.1,61.6,3.9
48,503,"Young County, Texas",14167,59.6,58.0,2.6
48,505,"Zapata County, Texas",9806,53.7,49.4,8.1
48,507,"Zavala County, Texas",7316,55.3,51.9,5.8
49,001,"Beaver County, Utah",5175,61.5,59.2,3.6
49,003,"Box Elder County, Utah",42381,65.6,63.7,2.6
49,005,"Cache County, Utah",98840,70.1,68.3,2.4
49,007,"Carbon County, Utah",15706,56.7,52.6,6.7
49,009,"Daggett County, Utah",492,54.9,50.6,3.5
49,011,"Davis County, Utah",263049,70.6,67.8,2.5
49,013,"Duchesne County, Utah",13956,59.9,57.4,4.3
49,015,"Emery County, Utah",7460,56.6,54.2,3.6
49,017,"Garfield County, Utah",4120,59.3,56.7,4.4
49,019,"Grand County, Utah",8113,71.0,70.1,1.2
49,021,"Iron County, Utah",43811,64.4,62.2,3.3
49,023,"Juab County, Utah",8442,66.4,65.0,1.9
49,025,"Kane County, Utah",6228,58.1,55.7,3.5
49,027,"Millard County, Utah",9387,60.1,57.5,4.4
49,029,"Morgan County, Utah",8631,63.7,62.6,1.7
49,031,"Piute County, Utah",1478,43.0,39.1,9.1
49,033,"Rich County, Utah",1809,55.7,54.2,2.6
49,035,"Salt Lake County, Utah",907872,72.0,69.3,3.6
49,037,"San Juan County, Utah",10996,54.1,47.5,12.1
49,039,"Sanpete County, Utah",22661,56.8,54.0,4.6
49,041,"Sevier County, Utah",16263,60.6,57.5,4.9
49,043,"Summit County, Utah",33848,69.5,67.8,2.3
49,045,"Tooele County, Utah",53436,72.1,68.9,3.9
49,047,"Uintah County, Utah",25782,60.4,56.6,6.3
49,049,"Utah County, Utah",474722,71.3,68.7,3.4
49,051,"Wasatch County, Utah",25874,68.3,66.5,2.4
49,053,"Washington County, Utah",143048,56.5,54.7,3.1
49,055,"Wayne County, Utah",2026,63.3,62.9,0.6
49,057,"Weber County, Utah",199183,69.4,66.6,3.1
50,001,"Addison County, Vermont",32059,64.5,61.7,4.1
50,003,"Bennington County, Vermont",31181,59.5,56.7,4.2
50,005,"Caledonia County, Vermont",25437,63.7,62.1,2.6
50,007,"Chittenden County, Vermont",142866,69.7,66.7,3.9
50,009,"Essex County, Vermont",5067,54.9,51.9,5.4
50,011,"Franklin County, Vermont",40533,66.0,63.2,3.3
50,013,"Grand Isle County, Vermont",6223,62.1,59.8,3.5
50,015,"Lamoille County, Vermont",21442,67.7,64.9,3.9
50,017,"Orange County, Vermont",24846,66.8,64.7,3.1
50,019,"Orleans County, Vermont",22801,62.4,58.5,6.1
50,021,"Rutland County, Vermont",51344,59.5,57.0,4.3
50,023,"Washington County, Vermont",50234,64.7,62.5,3.0
50,025,"Windham County, Vermont",39133,62.8,60.1,4.4
50,027,"Windsor County, Vermont",48783,62.2,59.9,3.7
51,001,"Accomack County, Virginia",27380,55.5,52.6,3.7
51,003,"Albemarle County, Virginia",93153,60.8,58.6,3.1
51,005,"Alleghany County, Virginia",12657,49.9,47.9,3.7
51,007,"Amelia County, Virginia",10848,61.0,58.4,4.1
51,009,"Amherst County, Virginia",25835,60.7,58.0,4.5
51,011,"Appomattox County, Virginia",13077,62.1,59.9,3.5
51,013,"Arlington County, Virginia",197592,78.4,74.4,2.8
51,015,"Augusta County, Virginia",64695,60.1,58.1,3.0
51,017,"Bath County, Virginia",3535,51.1,49.6,2.0
51,019,"Bedford County, Virginia",66231,57.9,56.1,2.9
51,021,"Bland County, Virginia",5423,43.5,42.0,3.3
51,023,"Botetourt County, Virginia",28249,59.4,57.5,3.1
51,025,"Brunswick County, Virginia",13672,50.0,47.4,5.2
51,027,"Buchanan County, Virginia",17373,36.7,34.5,6.0
51,029,"Buckingham County, Virginia",14179,50.5,48.0,5.0
51,031,"Campbell County, Virginia",45970,60.0,57.0,4.9
51,033,"Caroline County, Virginia",24641,68.4,61.6,4.6
51,035,"Carroll County, Virginia",24675,52.4,49.9,4.8
51,036,"Charles City County, Virginia",5904,58.2,55.5,4.1
51,037,"Charlotte County, Virginia",9235,52.7,50.8,3.6
51,041,"Chesterfield County, Virginia",290262,67.9,64.1,4.7
51,043,"Clarke County, Virginia",12523,61.7,59.1,3.5
51,045,"Craig County, Virginia",3805,54.0,52.5,1.9
51,047,"Culpeper County, Virginia",41560,64.7,62.1,3.9
51,049,"Cumberland County, Virginia",8138,64.3,62.3,3.2
51,051,"Dickenson County, Virginia",11694,39.6,38.2,3.4
51,053,"Dinwiddie County, Virginia",23092,61.6,58.5,4.7
51,057,"Essex County, Virginia",9038,54.2,48.7,9.9
51,059,"Fairfax County, Virginia",910386,71.2,67.0,4.1
51,061,"Fauquier County, Virginia",58514,67.7,66.1,2.3
51,063,"Floyd County, Virginia",13094,60.1,58.4,2.6
51,065,"Fluvanna County, Virginia",22677,61.0,59.0,3.0
51,067,"Franklin County, Virginia",45928,53.9,52.3,2.8
51,069,"Frederick County, Virginia",73630,64.1,61.0,4.2
51,071,"Giles County, Virginia",13675,55.8,54.5,2.2
51,073,"Gloucester County, Virginia",31909,63.1,59.6,3.4
51,075,"Goochland County, Virginia",21327,56.2,54.8,2.4
51,077,"Grayson County, Virginia",13010,47.9,45.8,4.3
51,079,"Greene County, Virginia",16502,68.6,65.8,3.8
51,081,"Greensville County, Virginia",9756,43.0,40.3,6.3
51,083,"Halifax County, Virginia",28081,51.5,49.4,3.7
51,085,"Hanover County, Virginia",89582,66.4,64.3,2.9
51,087,"Henrico County, Virginia",267190,69.1,66.2,3.9
51,089,"Henry County, Virginia",41929,51.1,48.1,5.2
51,091,"Highland County, Virginia",1983,47.8,40.8,14.7
51,093,"Isle of Wight County, Virginia",31701,63.7,58.7,5.5
51,095,"James City County, Virginia",65069,57.2,53.4,3.7
51,097,"King and Queen County, Virginia",5630,62.2,58.7,5.7
51,099,"King George County, Virginia",21004,68.7,64.9,2.6
51,101,"King William County, Virginia",14240,67.7,65.0,4.0
51,103,"Lancaster County, Virginia",9552,46.4,41.7,9.3
51,105,"Lee County, Virginia",18676,41.9,38.5,8.1
51,107,"Loudoun County, Virginia",320082,74.3,71.5,3.2
51,109,"Louisa County, Virginia",31301,61.3,57.3,6.4
51,111,"Lunenburg County, Virginia",9825,49.4,47.4,4.0
51,113,"Madison County, Virginia",11418,60.5,58.1,3.7
51,115,"Mathews County, Virginia",7566,47.6,43.4,8.2
51,117,"Mecklenburg County, Virginia",25445,51.3,49.4,3.6
51,119,"Middlesex County, Virginia",9186,51.4,49.1,4.6
51,121,"Montgomery County, Virginia",86168,55.9,53.9,3.3
51,125,"Nelson County, Virginia",12537,56.4,54.6,3.2
51,127,"New Kent County, Virginia",19345,65.5,62.8,3.1
51,131,"Northampton County, Virginia",10083,52.0,49.1,4.8
51,133,"Northumberland County, Virginia",10599,43.2,41.1,4.9
51,135,"Nottoway County, Virginia",12946,50.1,46.9,6.4
51,137,"Orange County, Virginia",29779,61.9,59.0,4.4
51,139,"Page County, Virginia",19539,58.9,56.1,4.6
51,141,"Patrick County, Virginia",14959,50.2,49.1,2.3
51,143,"Pittsylvania County, Virginia",50907,53.5,50.5,5.4
51,145,"Powhatan County, Virginia",25712,61.3,59.7,2.6
51,147,"Prince Edward County, Virginia",19043,46.4,45.1,2.4
51,149,"Prince George County, Virginia",35046,60.9,46.9,7.5
51,153,"Prince William County, Virginia",368201,72.3,67.3,4.7
51,155,"Pulaski County, Virginia",28539,54.8,53.0,3.3
51,157,"Rappahannock County, Virginia",6203,61.6,57.6,6.5
51,159,"Richmond County, Virginia",7537,44.8,43.0,4.0
51,161,"Roanoke County, Virginia",79616,61.1,59.1,2.6
51,163,"Rockbridge County, Virginia",19232,55.3,52.9,3.9
51,165,"Rockingham County, Virginia",67888,63.5,61.7,2.8
51,167,"Russell County, Virginia",21518,43.4,40.8,5.9
51,169,"Scott County, Virginia",18094,45.4,43.6,3.4
51,171,"Shenandoah County, Virginia",36094,59.9,57.3,4.2
51,173,"Smyth County, Virginia",24786,49.7,48.1,3.3
51,175,"Southampton County, Virginia",14925,55.9,52.5,5.5
51,177,"Spotsylvania County, Virginia",110524,68.1,63.6,5.6
51,179,"Stafford County, Virginia",121287,69.0,63.1,3.9
51,181,"Surry County, Virginia",5560,60.4,56.6,6.0
51,183,"Sussex County, Virginia",9236,50.0,47.4,5.0
51,185,"Tazewell County, Virginia",33365,45.6,42.9,5.7
51,187,"Warren County, Virginia",32722,63.5,59.9,5.6
51,191,"Washington County, Virginia",45965,54.4,52.1,4.2
51,193,"Westmoreland County, Virginia",15468,51.0,45.4,9.1
51,195,"Wise County, Virginia",30055,46.4,42.1,9.1
51,197,"Wythe County, Virginia",23654,56.3,53.4,5.2
51,199,"York County, Virginia",55900,67.0,57.0,4.2
51,510,"Alexandria city, Virginia",131404,78.0,73.2,3.2
51,520,"Bristol city, Virginia",13904,55.7,53.4,4.1
51,530,"Buena Vista city, Virginia",5430,58.2,57.4,1.3
51,540,"Charlottesville city, Virginia",39651,64.0,60.5,5.1
51,550,"Chesapeake city, Virginia",196635,67.2,59.8,5.0
51,570,"Colonial Heights city, Virginia",14381,65.0,60.5,6.1
51,580,"Covington city, Virginia",4492,53.9,52.5,2.6
51,590,"Danville city, Virginia",34209,51.9,48.7,5.8
51,595,"Emporia city, Virginia",4418,53.2,49.5,7.0
51,600,"Fairfax city, Virginia",19143,71.5,68.6,3.7
51,610,"Falls Church city, Virginia",11628,73.7,68.3,6.0
51,620,"Franklin city, Virginia",6270,58.1,55.0,5.3
51,630,"Fredericksburg city, Virginia",22915,68.6,64.3,5.2
51,640,"Galax city, Virginia",5231,55.9,53.5,4.4
51,650,"Hampton city, Virginia",111012,65.9,56.2,6.5
51,660,"Harrisonburg city, Virginia",44236,60.1,55.8,6.7
51,670,"Hopewell city, Virginia",17699,60.2,54.1,8.8
51,678,"Lexington city, Virginia",6920,41.8,40.6,2.5
51,680,"Lynchburg city, Virginia",65701,59.3,55.6,5.4
51,683,"Manassas city, Virginia",32699,72.7,70.0,3.3
51,685,"Manassas Park city, Virginia",13414,76.7,74.3,3.2
51,690,"Martinsville city, Virginia",10423,55.7,53.3,4.3
51,700,"Newport News city, Virginia",146362,67.6,58.0,5.6
51,710,"Norfolk city, Virginia",193396,70.0,53.1,6.7
51,720,"Norton city, Virginia",3138,51.8,48.0,7.3
51,730,"Petersburg city, Virginia",26552,62.4,54.1,11.3
51,735,"Poquoson city, Virginia",10127,64.5,61.6,1.4
51,740,"Portsmouth city, Virginia",76971,63.1,54.3,6.6
51,750,"Radford city, Virginia",14626,58.9,54.3,7.2
51,760,"Richmond city, Virginia",191845,68.0,63.5,6.1
51,770,"Roanoke city, Virginia",78982,63.8,59.5,6.6
51,775,"Salem city, Virginia",21295,61.1,58.6,3.5
51,790,"Staunton city, Virginia",21266,61.4,58.2,5.1
51,800,"Suffolk city, Virginia",75125,66.5,59.0,6.3
51,810,"Virginia Beach city, Virginia",368638,69.5,60.9,4.3
51,820,"Waynesboro city, Virginia",17750,64.8,61.4,4.7
51,830,"Williamsburg city, Virginia",14106,49.4,45.5,6.0
51,840,"Winchester city, Virginia",22761,67.8,63.8,5.2
53,001,"Adams County, Washington",14223,62.3,58.4,6.3
53,003,"Asotin County, Washington",18415,55.6,52.2,5.9
53,005,"Benton County, Washington",159271,62.5,59.3,4.8
53,007,"Chelan County, Washington",62845,61.6,59.3,3.4
53,009,"Clallam County, Washington",66079,49.1,45.7,5.4
53,011,"Clark County, Washington",400984,63.9,60.5,5.2
53,013,"Columbia County, Washington",3311,57.4,55.4,3.5
53,015,"Cowlitz County, Washington",88464,56.2,53.0,5.5
53,017,"Douglas County, Washington",33632,64.1,61.3,4.3
53,019,"Ferry County, Washington",6153,44.3,41.0,7.6
53,021,"Franklin County, Washington",69785,66.3,62.3,5.7
53,023,"Garfield County, Washington",1964,49.5,46.3,6.5
53,025,"Grant County, Washington",73772,62.3,58.9,5.4
53,027,"Grays Harbor County, Washington",62265,50.4,47.1,6.4
53,029,"Island County, Washington",72697,57.4,44.8,5.5
53,031,"Jefferson County, Washington",29562,43.2,39.2,8.4
53,033,"King County, Washington",1856783,70.0,66.7,4.5
53,035,"Kitsap County, Washington",226552,61.7,52.9,4.7
53,037,"Kittitas County, Washington",37634,62.5,58.7,5.9
53,039,"Klickitat County, Washington",19067,53.8,50.1,6.9
53,041,"Lewis County, Washington",67101,55.0,51.4,6.3
53,043,"Lincoln County, Washington",8969,53.8,50.9,5.3
53,045,"Mason County, Washington",54847,51.1,47.7,6.2
53,047,"Okanogan County, Washington",33715,56.3,52.5,5.8
53,049,"Pacific County, Washington",20274,45.8,43.6,4.3
53,051,"Pend Oreille County, Washington",11254,46.7,43.8,6.1
53,053,"Pierce County, Washington",728676,66.3,60.2,5.0
53,055,"San Juan County, Washington",16015,53.2,51.4,3.2
53,057,"Skagit County, Washington",105300,59.0,54.9,5.1
53,059,"Skamania County, Washington",10192,58.4,55.3,5.2
53,061,"Snohomish County, Washington",664685,67.4,64.0,4.4
53,063,"Spokane County, Washington",434380,61.7,57.4,5.8
53,065,"Stevens County, Washington",38160,49.7,47.1,5.3
53,067,"Thurston County, Washington",239505,62.0,56.2,5.5
53,069,"Wahkiakum County, Washington",3752,42.8,41.4,3.2
53,071,"Walla Walla County, Washington",50917,57.5,54.0,5.8
53,073,"Whatcom County, Washington",188257,62.4,59.2,4.9
53,075,"Whitman County, Washington",40669,60.5,56.2,6.7
53,077,"Yakima County, Washington",189087,62.1,57.6,7.2
54,001,"Barbour County, West Virginia",12783,49.9,44.8,10.1
54,003,"Berkeley County, West Virginia",98259,66.4,63.0,4.6
54,005,"Boone County, West Virginia",17800,44.2,39.5,9.8
54,007,"Braxton County, West Virginia",10487,42.6,36.3,14.4
54,009,"Brooke County, West Virginia",18917,54.0,50.7,5.7
54,011,"Cabell County, West Virginia",77413,55.5,51.9,6.1
54,013,"Calhoun County, West Virginia",5178,42.4,37.2,12.2
54,015,"Clay County, West Virginia",6502,44.6,39.6,11.2
54,017,"Doddridge County, West Virginia",6883,45.4,43.4,4.3
54,019,"Fayette County, West Virginia",33244,46.2,42.7,7.5
54,021,"Gilmer County, West Virginia",6380,39.9,37.1,7.1
54,023,"Grant County, West Virginia",9255,57.7,54.6,5.3
54,025,"Greenbrier County, West Virginia",27397,51.2,49.0,4.3
54,027,"Hampshire County, West Virginia",19459,49.1,44.9,8.5
54,029,"Hancock County, West Virginia",24211,56.7,51.8,8.5
54,031,"Hardy County, West Virginia",11694,57.4,54.8,4.6
54,033,"Harrison County, West Virginia",53216,57.2,54.0,5.3
54,035,"Jackson County, West Virginia",22546,46.8,45.1,3.6
54,037,"Jefferson County, West Virginia",47150,63.3,60.2,4.9
54,039,"Kanawha County, West Virginia",148335,55.1,51.8,5.4
54,041,"Lewis County, West Virginia",13771,52.5,48.0,8.7
54,043,"Lincoln County, West Virginia",16393,43.0,40.4,5.9
54,045,"Logan County, West Virginia",26593,41.3,35.8,13.3
54,047,"McDowell County, West Virginia",15466,25.2,21.4,15.1
54,049,"Marion County, West Virginia",46213,58.8,55.0,6.4
54,051,"Marshall County, West Virginia",25536,53.6,51.5,3.9
54,053,"Mason County, West Virginia",20878,46.6,45.1,2.9
54,055,"Mercer County, West Virginia",48586,49.7,47.6,4.2
54,057,"Mineral County, West Virginia",22399,55.6,52.4,5.8
54,059,"Mingo County, West Virginia",19054,37.6,33.4,11.2
54,061,"Monongalia County, West Virginia",91078,63.5,59.7,5.7
54,063,"Monroe County, West Virginia",10244,50.6,45.2,10.6
54,065,"Morgan County, West Virginia",14638,56.2,53.2,5.1
54,067,"Nicholas County, West Virginia",20367,48.2,45.0,6.6
54,069,"Ohio County, West Virginia",35059,56.7,53.7,5.3
54,071,"Pendleton County, West Virginia",5174,51.5,47.8,7.3
54,073,"Pleasants County, West Virginia",6376,52.0,48.2,7.2
54,075,"Pocahontas County, West Virginia",6694,41.8,38.4,8.0
54,077,"Preston County, West Virginia",28700,50.3,46.7,7.2
54,079,"Putnam County, West Virginia",46381,58.6,55.6,3.8
54,081,"Raleigh County, West Virginia",60323,48.1,44.4,7.1
54,083,"Randolph County, West Virginia",23459,49.0,45.3,7.3
54,085,"Ritchie County, West Virginia",7008,42.7,41.2,3.6
54,087,"Roane County, West Virginia",11573,40.8,36.0,11.7
54,089,"Summers County, West Virginia",10289,37.3,34.4,7.6
54,091,"Taylor County, West Virginia",13603,54.2,49.0,9.3
54,093,"Tucker County, West Virginia",5934,54.1,50.6,6.6
54,095,"Tyler County, West Virginia",6935,45.6,43.4,4.9
54,097,"Upshur County, West Virginia",19447,52.2,49.0,5.8
54,099,"Wayne County, West Virginia",32139,46.7,44.3,5.0
54,101,"Webster County, West Virginia",6928,43.3,38.5,11.1
54,103,"Wetzel County, West Virginia",11807,46.1,43.3,6.1
54,105,"Wirt County, West Virginia",4271,48.4,47.1,2.6
54,107,"Wood County, West Virginia",68827,55.2,52.2,5.3
54,109,"Wyoming County, West Virginia",17586,37.3,34.9,6.4
55,001,"Adams County, Wisconsin",18184,47.5,45.1,5.0
55,003,"Ashland County, Wisconsin",13062,61.8,59.1,4.4
55,005,"Barron County, Wisconsin",37806,61.8,59.8,3.2
55,007,"Bayfield County, Wisconsin",13832,55.8,53.7,3.6
55,009,"Brown County, Wisconsin",213624,68.3,66.3,2.9
55,011,"Buffalo County, Wisconsin",11051,64.3,62.7,2.3
55,013,"Burnett County, Wisconsin",14133,51.1,48.5,5.2
55,015,"Calumet County, Wisconsin",41984,70.6,69.0,2.3
55,017,"Chippewa County, Wisconsin",53564,63.7,61.7,3.0
55,019,"Clark County, Wisconsin",25684,64.8,62.6,3.4
55,021,"Columbia County, Wisconsin",47682,66.8,64.5,3.2
55,023,"Crawford County, Wisconsin",13380,54.6,53.0,2.8
55,025,"Dane County, Wisconsin",460930,70.7,69.0,2.3
55,027,"Dodge County, Wisconsin",73786,66.6,63.8,4.1
55,029,"Door County, Wisconsin",25724,58.3,55.9,3.7
55,031,"Douglas County, Wisconsin",36697,62.6,60.1,3.7
55,033,"Dunn County, Wisconsin",37390,67.3,64.8,3.7
55,035,"Eau Claire County, Wisconsin",87001,68.9,66.6,3.2
55,037,"Florence County, Wisconsin",3932,53.1,49.9,6.0
55,039,"Fond du Lac County, Wisconsin",84828,65.1,63.0,3.3
55,041,"Forest County, Wisconsin",7608,51.7,49.7,4.0
55,043,"Grant County, Wisconsin",42239,64.0,62.0,3.1
55,045,"Green County, Wisconsin",30060,68.0,65.6,3.4
55,047,"Green Lake County, Wisconsin",15505,59.9,58.0,3.3
55,049,"Iowa County, Wisconsin",19098,69.5,67.8,2.4
55,051,"Iron County, Wisconsin",5340,52.5,50.4,3.9
55,053,"Jackson County, Wisconsin",16978,58.1,54.8,5.5
55,055,"Jefferson County, Wisconsin",71013,68.8,66.4,3.4
55,057,"Juneau County, Wisconsin",22049,58.3,55.3,4.2
55,059,"Kenosha County, Wisconsin",135895,67.4,63.6,5.4
55,061,"Kewaunee County, Wisconsin",16749,66.0,64.7,2.0
55,063,"La Crosse County, Wisconsin",99468,66.2,64.0,3.1
55,065,"Lafayette County, Wisconsin",13174,65.3,63.7,2.4
55,067,"Langlade County, Wisconsin",16238,57.9,55.1,4.9
55,069,"Lincoln County, Wisconsin",24036,59.0,56.1,4.8
55,071,"Manitowoc County, Wisconsin",66744,62.3,61.0,2.0
55,073,"Marathon County, Wisconsin",110583,67.0,64.9,3.1
55,075,"Marinette County, Wisconsin",34881,57.0,54.8,3.8
55,077,"Marquette County, Wisconsin",13013,56.1,54.0,3.6
55,078,"Menominee County, Wisconsin",3067,51.2,45.7,10.7
55,079,"Milwaukee County, Wisconsin",734795,64.7,61.6,4.7
55,081,"Monroe County, Wisconsin",36001,62.9,60.5,2.7
55,083,"Oconto County, Wisconsin",32293,60.6,59.4,2.0
55,085,"Oneida County, Wisconsin",32148,53.5,52.3,2.2
55,087,"Outagamie County, Wisconsin",151647,69.7,67.5,3.1
